Region,Constituency_Name,Candidate,Gender,Party,Party_Abbreviation,Party_Abbreviation_v2,Seat,Result,Count_1,Count_2,Count_3,Count_4,Count_5,Count_6,Count_7,Count_8,Count_9,Count_10,Count_11,Count_12,Count_13,Count_14,Count_15,Count_16,Total_Votes
Leinster,Louth,Kevin Callan,M,Non-Party,Others,NON-P.,0,Excluded,3541,3683,3701,4030,4388,4592,4779,5224,0,0,0,0,0,0,0,0,0
Leinster,Louth,Maeve Yore,F,Non-Party,Others,NON-P.,0,Excluded,2746,2814,2953,3138,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,Mark Dearey,M,Green Party,G.P.,G.P.,0,Excluded,3187,3225,3363,3530,4099,4327,4517,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,Mary Moran,F,The Labour Party,LAB.,LAB.,0,Excluded,1198,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,Michael O'Dowd,M,Renua Ireland,Others,R.I.,0,Excluded,2095,2219,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,Patrick Greene,M,Direct Democracy,Others,D.D.I.,0,Excluded,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,Peter Fitzpatrick,M,Fine Gael,F.G.,F.G.,0,Excluded,6408,6417,6591,6693,6969,7113,7206,7977,8231,8931,9132,0,0,0,0,0,0
Connacht,Mayo,Dara Calleary,M,Fianna Fáil,F.F.,F.F.,1,Elected,9402,9417,9419,9432,9441,9450,9495,9933,10425,12150,0,0,0,0,0,0,12150
Connacht,Mayo,Enda Kenny,M,Fine Gael,F.G.,F.G.,1,Elected,13318,12730,12730,12730,12730,12730,12730,12730,12730,12730,0,0,0,0,0,0,12730
Connacht,Mayo,George O'Malley,M,Non-Party,Others,NON-P.,0,Excluded,262,263,263,276,284,301,0,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Gerry O'Boyle,M,Non-Party,Others,NON-P.,0,Excluded,126,127,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Jerry Cowley,M,Non-Party,Others,NON-P.,0,Excluded,3479,3495,3504,3513,3523,3553,3668,4375,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Lisa Chambers,F,Fianna Fáil,F.F.,F.F.,1,Elected,8231,8265,8266,8280,8296,8307,8354,8718,9503,11686,0,0,0,0,0,0,11686
Connacht,Mayo,Margaret (Mags) Sheehan,F,Green Party,G.P.,G.P.,0,Excluded,629,631,632,636,651,665,680,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Michael Patrick Farrington,M,Renua Ireland,Others,R.I.,0,Excluded,1574,1579,1582,1590,1600,1608,1659,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Michael Ring,M,Fine Gael,F.G.,F.G.,1,Elected,11275,11533,11534,11545,11558,11567,11613,12034,13149,13149,0,0,0,0,0,0,13149
Connacht,Mayo,Michelle Mulherin,F,Fine Gael,F.G.,F.G.,0,Excluded,7841,8084,8088,8094,8123,8131,8182,8496,8900,9593,0,0,0,0,0,0,0
Connacht,Mayo,Mohammad Kamal Uddin,M,Non-Party,Others,NON-P.,0,Excluded,144,146,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Peter Jordan,M,Non-Party,Others,NON-P.,0,Excluded,176,176,181,189,192,197,0,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Rose Conway-Walsh,F,Sinn Féin,S.F.,S.F.,0,Excluded,6414,6423,6423,6445,6453,6485,6548,7022,7853,0,0,0,0,0,0,0,0
Connacht,Mayo,Sean Forkin,M,Non-Party,Others,NON-P.,0,Excluded,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Stephen Manning,M,Non-Party,Others,NON-P.,0,Excluded,157,158,159,166,174,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Tom Moran,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,576,577,582,587,597,626,664,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Aisling O'Neill,F,Social Democrats,Others,S.D.,0,Excluded,1715,1740,1801,1885,2148,2300,2463,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Ben Gilroy,M,Direct Democracy,Others,D.D.I.,0,Excluded,794,809,841,876,899,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Darren O'Rourke,M,Sinn Féin,S.F.,S.F.,0,Excluded,5780,5860,5970,6017,6096,6341,6637,7236,8556,0,0,0,0,0,0,0,0
Leinster,Meath East,Dominic Hannigan,M,The Labour Party,LAB.,LAB.,0,Excluded,2270,2307,2325,2350,2494,2525,2680,3084,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Helen McEntee,F,Fine Gael,F.G.,F.G.,1,Elected,7556,7656,7671,7749,7841,7887,8237,8435,9958,0,0,0,0,0,0,0,9958
Leinster,Meath East,Joseph Bonner,M,Non-Party,Others,NON-P.,0,Excluded,2482,2527,2545,2600,2665,2857,3215,3825,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Regina Doherty,F,Fine Gael,F.G.,F.G.,1,Elected,6830,6889,6899,6979,7064,7109,7247,7477,9612,0,0,0,0,0,0,0,9612
Leinster,Meath East,Sarah Tyrrell,F,Renua Ireland,Others,R.I.,0,Excluded,523,554,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Seamus McDonagh,M,Workers Party,Others,W.P.,0,Excluded,326,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Seán Ó Buachalla,M,Green Party,G.P.,G.P.,0,Excluded,766,784,801,853,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Sharon Keogan,F,Non-Party,Others,NON-P.,0,Excluded,1528,1579,1600,1663,1709,1805,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Thomas Byrne,M,Fianna Fáil,F.F.,F.F.,1,Elected,10818,10348,10348,10348,10348,10348,10348,10348,10348,0,0,0,0,0,0,0,10348
Leinster,Meath West,Alan Lawes,M,Direct Democracy,Others,D.D.I.,0,Excluded,1279,1310,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath West,Damien English,M,Fine Gael,F.G.,F.G.,1,Elected,8123,8333,8376,8785,8880,10371,0,0,0,0,0,0,0,0,0,0,10371
Leinster,Meath West,John Malone,M,Non-Party,Others,NON-P.,0,Excluded,439,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath West,Peadar Tóibín,M,Sinn Féin,S.F.,S.F.,1,Elected,9442,9713,9713,9713,9713,9713,0,0,0,0,0,0,0,0,0,0,9713
Leinster,Meath West,Ray Butler,M,Fine Gael,F.G.,F.G.,0,Excluded,4432,4519,4552,4853,4904,5841,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath West,Séamus McMenamin,M,Green Party,G.P.,G.P.,0,Excluded,1421,1519,1587,1807,2178,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath West,Shane Cassells,M,Fianna Fáil,F.F.,F.F.,1,Elected,10585,9652,9652,9652,9652,9652,0,0,0,0,0,0,0,0,0,0,9652
Leinster,Meath West,Tracy McElhinney,F,The Labour Party,LAB.,LAB.,0,Excluded,1166,1229,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath West,Trevor Golden,M,Non-Party,Others,NON-P.,0,Excluded,1718,1844,1984,2137,2616,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,Barry Cowen,M,Fianna Fáil,F.F.,F.F.,1,Elected,12366,11009,11009,11009,11009,11009,11009,0,0,0,0,0,0,0,0,0,11009
Leinster,Offaly,Carol Nolan,F,Sinn Féin,S.F.,S.F.,1,Elected,4804,4882,5459,6295,7195,8785,8890,0,0,0,0,0,0,0,0,0,8890
Leinster,Offaly,Christopher Fettes,M,Green Party,G.P.,G.P.,0,Excluded,525,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,Eddie Fitzpatrick,M,Fianna Fáil,F.F.,F.F.,0,Excluded,3394,4297,4578,6147,7141,8521,8720,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,Joe Hannigan,M,Non-Party,Others,NON-P.,0,Excluded,5188,5226,5536,5816,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,John Foley,M,Non-Party,Others,NON-P.,0,Excluded,4200,4241,4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,John Leahy,M,Renua Ireland,Others,R.I.,0,Excluded,4596,4759,5319,5833,6588,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,Kate Bopp,F,Non-Party,Others,NON-P.,0,Excluded,549,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,Ken Smollen,M,Irish Democratic Party,Others,I.D.P.,0,Excluded,971,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,Marcella Corcoran Kennedy,F,Fine Gael,F.G.,F.G.,1,Elected,6838,6919,7270,7798,9484,11313,11009,0,0,0,0,0,0,0,0,0,11009
Leinster,Offaly,Teresa Ryan-Feehan,F,Non-Party,Others,NON-P.,0,Excluded,603,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Anne Farrell,F,Renua Ireland,Others,R.I.,0,Excluded,520,577,580,616,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Claire Kerrane,F,Sinn Féin,S.F.,S.F.,0,Excluded,3075,3196,3207,3256,3301,3591,3826,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Denis Naughten,M,Non-Party,Others,NON-P.,1,Elected,13936,11421,11421,11421,11421,11421,11421,11421,0,0,0,0,0,0,0,0,11421
Connacht,Roscommon Galway,Eddie Conroy,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,982,1008,1015,1146,1172,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Eugene Murphy,M,Fianna Fáil,F.F.,F.F.,1,Elected,6813,7157,7162,7192,7260,7368,7565,10104,0,0,0,0,0,0,0,0,10104
Connacht,Roscommon Galway,John Kelly,M,The Labour Party,LAB.,LAB.,0,Excluded,1211,1254,1258,1320,1373,1442,0,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Maura Hopkins,F,Fine Gael,F.G.,F.G.,0,Excluded,6812,7317,7324,7428,7555,7698,8388,9313,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Michael Fitzmaurice,M,Non-Party,Others,NON-P.,1,Elected,9750,10964,10996,11073,11275,11630,11630,11630,0,0,0,0,0,0,0,0,11630
Connacht,Roscommon Galway,Miriam Hennessy,F,Green Party,G.P.,G.P.,0,Excluded,286,305,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Shane Curran,M,Fianna Fáil,F.F.,F.F.,0,Excluded,2006,2164,2168,2198,2240,2294,2389,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Thomas Declan Fallon,M,Non-Party,Others,NON-P.,0,Excluded,75,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Tony Coleman,M,Non-Party,Others,NON-P.,0,Excluded,214,229,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Bernard Sweeney,M,Non-Party,Others,NON-P.,0,Excluded,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Bernie O'Hara,F,Non-Party,Others,NON-P.,0,Excluded,1206,1242,1265,1344,1470,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Chris Mac Manus,M,Sinn Féin,S.F.,S.F.,0,Excluded,4747,4786,4809,4837,4865,4909,5194,5257,5547,5637,7045,7093,0,0,0,0,0
Connacht,Sligo Leitrim,Declan Bree,M,Non-Party,Others,NON-P.,0,Excluded,3250,3282,3347,3399,3454,3547,4165,4402,5361,5512,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Des Guckian,M,Non-Party,Others,NON-P.,0,Excluded,1060,1098,1118,1154,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Eamon Murray,M,Non-Party,Others,NON-P.,0,Excluded,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Eamon Scanlon,M,Fianna Fáil,F.F.,F.F.,1,Elected,5874,5899,5907,5961,5994,6126,6179,6267,6522,7553,7822,9145,9554,10185,10822,0,10822
Connacht,Sligo Leitrim,Finbarr Filan,M,Renua Ireland,Others,R.I.,0,Excluded,881,887,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Gerard Reynolds,M,Fine Gael,F.G.,F.G.,0,Excluded,6672,6702,6742,6797,6944,7027,7054,7314,7532,8715,8921,10092,10177,10316,10417,0,0
Connacht,Sligo Leitrim,John Perry,M,Fine Gael,F.G.,F.G.,0,Excluded,4403,4413,4431,4466,4487,4533,4566,4773,4935,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Leslie V. John O'Hora,M,Green Party,G.P.,G.P.,0,Excluded,603,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Marc MacSharry,M,Fianna Fáil,F.F.,F.F.,1,Elected,8856,8874,8893,9036,9122,9447,9549,9705,10322,10672,11520,13227,13227,13227,12468,0,12468
Connacht,Sligo Leitrim,Marie Casserly,F,Non-Party,Others,NON-P.,0,Excluded,2726,2763,2823,2945,3067,3254,3697,4138,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Martin Kenny,M,Sinn Féin,S.F.,S.F.,1,Elected,6356,6419,6439,6473,6687,6781,6988,7028,7270,7305,7971,9294,14066,12468,12468,0,12468
Connacht,Sligo Leitrim,Nigel Gallagher,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,1768,1803,1890,1950,2014,2074,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Paddy O'Rourke,M,Fianna Fáil,F.F.,F.F.,0,Excluded,5447,5474,5486,5511,5658,5799,5819,5863,5949,6001,6083,0,0,0,0,0,0
Connacht,Sligo Leitrim,Susan O'Keeffe,F,The Labour Party,LAB.,LAB.,0,Excluded,1829,1843,1986,2036,2060,2096,2192,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Tony McLoughlin,M,Fine Gael,F.G.,F.G.,1,Elected,6172,6204,6237,6338,6371,6440,6485,7013,7628,9465,10055,10167,10529,10910,10931,0,10931
Munster,Tipperary,Alan Kelly,M,The Labour Party,LAB.,LAB.,1,Elected,7746,8209,8387,9456,9958,11067,11750,0,0,0,0,0,0,0,0,0,11750
Munster,Tipperary,Gearóid Fitzgibbon,M,Green Party,G.P.,G.P.,0,Excluded,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Jackie Cahill,M,Fianna Fáil,F.F.,F.F.,1,Elected,7414,7542,9103,9530,10114,15062,12992,0,0,0,0,0,0,0,0,0,12992
Munster,Tipperary,Marie Murphy,F,Fine Gael,F.G.,F.G.,0,Excluded,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Mattie McGrath,M,Non-Party,Others,NON-P.,1,Elected,11237,11781,12819,13064,13064,13064,13064,0,0,0,0,0,0,0,0,0,13064
Munster,Tipperary,Michael Dillon,M,Non-Party,Others,NON-P.,0,Excluded,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Michael Lowry,M,Non-Party,Others,NON-P.,1,Elected,13064,13064,13064,13064,13064,13064,13064,0,0,0,0,0,0,0,0,0,13064
Munster,Tipperary,Michael Smith,M,Fianna Fáil,F.F.,F.F.,0,Excluded,6718,6817,7565,8165,8891,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Noel Coonan,M,Fine Gael,F.G.,F.G.,0,Excluded,4782,5140,5193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Seamus Healy,M,Non-Party,Others,NON-P.,1,Elected,7452,7834,8477,8572,11427,12029,12874,0,0,0,0,0,0,0,0,0,12874
Munster,Tipperary,Séamus Séan Morris,M,Sinn Féin,S.F.,S.F.,0,Excluded,5724,5921,6038,6205,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Siobhán Ambrose,F,Fianna Fáil,F.F.,F.F.,0,Excluded,4472,4687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Tom Hayes,M,Fine Gael,F.G.,F.G.,0,Excluded,6218,6821,7026,9373,9560,9943,10437,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,Ciara Conway,F,The Labour Party,LAB.,LAB.,0,Excluded,2268,2286,2302,2309,2367,2445,2449,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,David Cullinane,M,Sinn Féin,S.F.,S.F.,1,Elected,9739,9783,9826,9890,9967,10497,10341,10341,10341,0,0,0,0,0,0,0,10341
Munster,Waterford,Edward Quilty,M,Direct Democracy,Others,D.D.I.,0,Excluded,194,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,Grace O'Sullivan,F,Green Party,G.P.,G.P.,0,Excluded,2237,2254,2285,2379,2567,2968,2993,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,John D Walsh,M,Non-Party,Others,NON-P.,0,Excluded,858,865,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,John Deasy,M,Fine Gael,F.G.,F.G.,1,Elected,7641,7687,7697,7806,7996,8067,8072,9443,9671,0,0,0,0,0,0,0,9671
Munster,Waterford,John Halligan,M,Non-Party,Others,NON-P.,1,Elected,8306,8368,8438,8513,8674,9271,9345,11148,10341,0,0,0,0,0,0,0,10341
Munster,Waterford,Mailo Power,F,Renua Ireland,Others,R.I.,0,Excluded,862,880,902,1087,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,Mary Butler,F,Fianna Fáil,F.F.,F.F.,1,Elected,10603,10341,10341,10341,10341,10341,10341,10341,10341,0,0,0,0,0,0,0,10341
Munster,Waterford,Paudie Coffey,M,Fine Gael,F.G.,F.G.,0,Excluded,7209,7245,7281,7412,7600,7635,7637,8946,9104,0,0,0,0,0,0,0,0
Munster,Waterford,Sheik Mohiuddin Ahmed,M,Non-Party,Others,NON-P.,0,Excluded,140,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,Úna Dunphy,F,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,1646,1656,1719,1767,1857,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Ann Walsh,F,Green Party,G.P.,G.P.,0,Excluded,1056,1064,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Aoife Byrne,F,Fianna Fáil,F.F.,F.F.,0,Excluded,3164,3181,3252,3292,3357,3462,3513,3585,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Brendan Howlin,M,The Labour Party,LAB.,LAB.,1,Elected,10574,10635,10731,10907,11140,11200,11311,11769,12071,12071,12071,11944,11944,11944,0,0,11944
Leinster,Wexford,Caroline Foxe,F,Non-Party,Others,NON-P.,0,Excluded,930,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,David Lloyd,M,Direct Democracy,Others,D.D.I.,0,Excluded,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,David Maloney,M,Non-Party,Others,NON-P.,0,Excluded,1472,1558,1616,1731,1749,1843,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Deirdre Wadding,F,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,1472,1558,1616,1731,1749,1843,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Ger Carthy,M,Non-Party,Others,NON-P.,0,Excluded,3134,3189,3268,3307,3351,3428,3563,3855,4041,0,0,0,0,0,0,0,0
Leinster,Wexford,James Browne,M,Fianna Fáil,F.F.,F.F.,1,Elected,9827,9850,9937,9983,10007,10066,10095,10150,11699,12434,11944,11944,11944,11944,0,0,11944
Leinster,Wexford,John Dwyer,M,Non-Party,Others,NON-P.,0,Excluded,1265,1279,1323,1355,1362,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,John Mythen,M,Sinn Féin,S.F.,S.F.,0,Excluded,7260,7357,7415,7451,7466,7712,8036,8248,8350,8795,8824,8832,9405,9652,0,0,0
Leinster,Wexford,Julie Hogan,F,Fine Gael,F.G.,F.G.,0,Excluded,1214,1233,1266,1305,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Leonard Kelly,M,Social Democrats,Others,S.D.,0,Excluded,1635,1677,1707,1883,1907,1939,2179,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Malcolm Byrne,M,Fianna Fáil,F.F.,F.F.,0,Excluded,6115,6123,6139,6204,6222,6241,6286,6367,6950,7122,7393,7409,0,0,0,0,0
Leinster,Wexford,Michael D'arcy,M,Fine Gael,F.G.,F.G.,1,Elected,7798,7803,7830,7913,8334,8357,8390,8490,8574,8884,8917,8950,11371,11645,0,0,11645
Leinster,Wexford,Mick Wallace,M,Independents 4 Change,Others,I.4.C,1,Elected,7917,8013,8237,8398,8468,8853,9575,10213,10625,11817,11887,11930,13420,11944,0,0,11944
Leinster,Wexford,Paul Kehoe,M,Fine Gael,F.G.,F.G.,1,Elected,7696,7703,7764,7808,8152,8259,8284,8344,8522,8874,8922,8949,9593,9704,0,0,9704
Leinster,Wicklow,Andrew Doyle,M,Fine Gael,F.G.,F.G.,1,Elected,6045,6227,6244,6285,6424,6466,7726,7961,9652,10394,0,0,0,0,0,0,10394
Leinster,Wicklow,Anna Doyle,F,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,539,612,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Anne Ferris,F,The Labour Party,LAB.,LAB.,0,Excluded,2634,2861,2873,2912,3413,3633,3859,4032,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Avril Cronin,F,Fine Gael,F.G.,F.G.,0,Excluded,2091,2149,2163,2176,2261,2322,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Billy Timmins,M,Renua Ireland,Others,R.I.,0,Excluded,5510,5737,5762,5858,6017,6231,6667,6910,7279,8359,0,0,0,0,0,0,0
Leinster,Wicklow,Bob Kearns,M,Non-Party,Others,NON-P.,0,Excluded,112,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Charlie Keddy,M,Non-Party,Others,NON-P.,0,Excluded,447,476,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Jennifer Cuffe,F,Fianna Fáil,F.F.,F.F.,0,Excluded,2990,3179,3192,3249,3339,3448,3548,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Joe Behan,M,Non-Party,Others,NON-P.,0,Excluded,3070,3345,3374,3539,3717,4288,4332,4613,5218,0,0,0,0,0,0,0,0
Leinster,Wicklow,John Brady,M,Sinn Féin,S.F.,S.F.,1,Elected,11151,11489,11489,11489,11489,11489,11489,11489,11489,11489,0,0,0,0,0,0,11489
Leinster,Wicklow,Katrina Hutchinson,F,Direct Democracy,Others,D.D.I.,0,Excluded,168,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Pat Casey,M,Fianna Fáil,F.F.,F.F.,1,Elected,6289,6446,6457,6505,6552,6600,6700,8931,9214,10260,0,0,0,0,0,0,10260
Leinster,Wicklow,Sharon Briggs,F,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,1241,1396,1454,1918,2219,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Simon Harris,M,Fine Gael,F.G.,F.G.,1,Elected,10819,11468,11468,11468,11468,11468,11468,11468,11468,11468,0,0,0,0,0,0,11468
Leinster,Wicklow,Stephen Donnelly,M,Social Democrats,Others,S.D.,1,Elected,14348,11468,11468,11468,11468,11468,11468,11468,11468,11468,0,0,0,0,0,0,11468
Leinster,Wicklow,Steven Matthews,M,Green Party,G.P.,G.P.,0,Excluded,1350,1614,1651,1745,0,0,0,0,0,0,0,0,0,0,0,0,0
