Constituency_Name,Candidate,Gender,Party,Party_Abbreviation,Party_Abbreviation_v2,Result,Count_Number,Non_Transferable,Occurred_On_Count,Required_To_Reach_Quota,Required_To_Save_Deposit,Transfers,Count_1,Count_2,Count_3,Count_4,Count_5,Count_6,Count_7,Count_8,Count_9,Count_10,Count_11,Count_12,Count_13,Count_14,Count_15,Count_16,Votes,Total_Votes
Cork South West,Johnny O’ Mahony,M,Green Party,G.P.,G.P.,Excluded,1,0,0,10063,1952,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,752
Cork South West,Margaret Murphy O'Mahony,F,Fianna Fáil,F.F.,F.F.,Elected,1,0,0,2333,0,0,8482,8845,9228,10020,11962,0,0,0,0,0,0,0,0,0,0,0,8482,8482
Cork South West,Michael Collins,M,Non-Party,Others,NON-P.,Elected,1,0,0,4050,0,0,6765,7347,7793,9258,11063,0,0,0,0,0,0,0,0,0,0,0,6765,6765
Cork South West,Michael McCarthy,M,The Labour Party,LAB.,LAB.,Excluded,1,0,0,7780,0,0,3035,3397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3035,3035
Cork South West,Noel Harrington,M,Fine Gael,F.G.,F.G.,Excluded,1,0,0,4382,0,0,6433,6574,7377,7544,8208,0,0,0,0,0,0,0,0,0,0,0,6433,6433
Cork South West,Rachel McCarthy,F,Sinn Féin,S.F.,S.F.,Excluded,1,0,0,7159,0,0,3656,3993,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,3656,3656
Cork South West,Theresa Heaney,F,Catholic Democrats,Others,C.D.,Excluded,1,0,0,10129,2018,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,686
Donegal,Charlie McConalogue,M,Fianna Fáil,F.F.,F.F.,Elected,1,0,1,0,0,0,12533,12533,12218,12218,12218,12218,12218,12218,12218,12218,12218,12218,12218,0,0,0,12533,12533
Donegal,Cordelia NicFhearraigh,F,Fís Nua,Others,F.N.,Excluded,1,0,0,12148,2985,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70
Donegal,Dessie Sheils,M,Non-Party,Others,NON-P.,Excluded,1,0,0,8494,0,0,3724,3724,3739,3986,4166,4288,4463,4497,4540,0,0,0,0,0,0,0,3724,3724
Donegal,Frank McBrearty,M,Non-Party,Others,NON-P.,Excluded,1,0,0,10304,1141,0,1914,1917,1921,1981,0,0,0,0,0,0,0,0,0,0,0,0,1914,1914
Donegal,Gary Doherty,M,Sinn Féin,S.F.,S.F.,Excluded,1,0,0,8082,0,0,4136,4138,4142,4183,4377,4420,4456,0,0,0,0,0,0,0,0,0,4136,4136
Donegal,Ian McGarvey,M,Non-Party,Others,NON-P.,Excluded,1,0,0,11236,2073,0,982,982,989,0,0,0,0,0,0,0,0,0,0,0,0,0,982,982
Donegal,Joe McHugh,M,Fine Gael,F.G.,F.G.,Elected,1,0,0,3806,0,0,8412,8414,8443,8704,8795,8965,11016,11040,11061,11784,12469,12469,12218,0,0,0,8412,8412
Donegal,Michael Mooney,M,Non-Party,Others,NON-P.,Excluded,1,0,0,11821,2658,0,397,402,407,0,0,0,0,0,0,0,0,0,0,0,0,0,397,397
Donegal,Niamh Kennedy,F,Non-Party,Others,NON-P.,Excluded,1,0,0,10382,1219,0,1836,1842,1848,1983,2057,0,0,0,0,0,0,0,0,0,0,0,1836,1836
Donegal,Paddy Harte,M,Fine Gael,F.G.,F.G.,Excluded,1,0,0,9387,224,0,2831,2832,2838,2934,3133,3244,0,0,0,0,0,0,0,0,0,0,2831,2831
Donegal,Pádraig MacLochlainn,M,Sinn Féin,S.F.,S.F.,Excluded,1,0,0,6476,0,0,5742,5743,5773,5893,5961,6008,6032,6567,8509,9143,9716,9852,9898,0,0,0,5742,5742
Donegal,Pat The Cope Gallagher,M,Fianna Fáil,F.F.,F.F.,Elected,1,0,0,2020,0,0,10198,10203,10362,10504,10694,10941,11160,11267,11398,11832,13138,12218,12218,0,0,0,10198,10198
Donegal,Paula Mary Flanagan,F,Green Party,G.P.,G.P.,Excluded,1,0,0,11790,2627,0,428,442,443,0,0,0,0,0,0,0,0,0,0,0,0,0,428,428
Donegal,Pearse Doherty,M,Sinn Féin,S.F.,S.F.,Elected,1,0,0,1918,0,0,10300,10305,10330,10524,10870,11053,11190,14600,12218,12218,12218,12218,12218,0,0,0,10300,10300
Donegal,Thomas Pringle,M,Non-Party,Others,NON-P.,Elected,1,0,0,5998,0,0,6220,6239,6247,6498,6689,7389,7522,7617,7722,8491,9642,9888,10082,0,0,0,6220,6220
Donegal,Tim Jackson,M,Non-Party,Others,NON-P.,Excluded,1,0,0,8638,0,0,3580,3585,3601,3752,4034,4319,4524,4650,4790,5864,0,0,0,0,0,0,3580,3580
Dublin Bay North,Aodhán Ó Ríordáin,M,The Labour Party,LAB.,LAB.,Excluded,1,0,0,6596,0,0,5675,5683,5701,5920,5932,6183,6201,6581,7057,7299,7320,7544,8547,9947,10329,0,5675,5675
Dublin Bay North,Averil Power,F,Non-Party,Others,NON-P.,Excluded,1,0,0,7360,0,0,4911,4934,5052,5145,5294,5529,5678,5768,5828,6237,6338,6674,7668,0,0,0,4911,4911
Dublin Bay North,Cian O'Callaghan,M,Social Democrats,Others,S.D.,Excluded,1,0,0,8407,0,0,3864,3875,3909,4093,4128,4179,4261,4313,4347,4587,4637,4796,0,0,0,0,3864,3864
Dublin Bay North,Damien O'Neill,M,Non-Party,Others,NON-P.,Excluded,1,0,0,10825,1622,0,1446,1470,1506,1517,0,0,0,0,0,0,0,0,0,0,0,0,1446,1446
Dublin Bay North,Deirdre Heney,F,Fianna Fáil,F.F.,F.F.,Excluded,1,0,0,8911,0,0,3360,3376,3408,3448,3458,3498,3514,3577,3619,3943,3974,0,0,0,0,0,3360,3360
Dublin Bay North,Denise Mitchell,F,Sinn Féin,S.F.,S.F.,Elected,1,0,0,7232,0,0,5039,5051,5067,5081,5247,5255,5510,5515,5517,5573,8281,8386,8596,9047,11348,0,5039,5039
Dublin Bay North,Donna Cooney,F,Green Party,G.P.,G.P.,Excluded,1,0,0,11247,2044,0,1024,1038,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,1024
Dublin Bay North,Finian McGrath,M,Non-Party,Others,NON-P.,Elected,1,0,0,6393,0,0,5878,5913,5990,6075,6150,6213,6321,6396,6450,6828,6930,7353,8069,9553,11191,0,5878,5878
Dublin Bay North,Jimmy Guerin,M,Non-Party,Others,NON-P.,Excluded,1,0,0,11515,2312,0,756,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,756
Dublin Bay North,John Lyons,M,Anti-Austerity Alliance,Others,AAA-PBP,Excluded,1,0,0,7862,0,0,4409,4455,4532,4600,4981,5002,6475,6494,6497,6682,7116,7209,7760,8476,0,0,4409,4409
Dublin Bay North,Michael O'Brien,M,Anti-Austerity Alliance,Others,AAA-PBP,Excluded,1,0,0,10035,832,0,2236,2253,2271,2282,2559,2562,0,0,0,0,0,0,0,0,0,0,2236,2236
Dublin Bay North,Mícheál Macdonncha,M,Sinn Féin,S.F.,S.F.,Excluded,1,0,0,8744,0,0,3527,3540,3563,3576,3663,3668,3787,3790,3791,3850,0,0,0,0,0,0,3527,3527
Dublin Bay North,Naoise Ó Muirí,M,Fine Gael,F.G.,F.G.,Excluded,1,0,0,9403,200,0,2868,2870,2875,2905,2908,3376,3381,0,0,0,0,0,0,0,0,0,2868,2868
Dublin Bay North,Paul Clarke,M,Non-Party,Others,NON-P.,Excluded,1,0,0,11965,2762,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,306
Dublin Bay North,Proinsias O'Conaráin,M,Non-Party,Others,NON-P.,Excluded,1,0,0,12167,2964,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,104
Dublin Bay North,Richard Bruton,M,Fine Gael,F.G.,F.G.,Elected,1,0,0,2479,0,0,9792,9804,9860,9924,9934,10568,10578,13092,12271,12271,12271,12271,12271,12271,12271,0,9792,9792
Dublin Bay North,Seán Haughey,M,Fianna Fáil,F.F.,F.F.,Elected,1,0,0,4264,0,0,8007,8029,8094,8123,8157,8189,8232,8293,8345,9311,9378,11659,11956,12754,12754,0,8007,8007
Dublin Bay North,Stephanie Bernadette Regan,F,Fine Gael,F.G.,F.G.,Excluded,1,0,0,10414,1211,0,1857,1865,1883,1939,1957,0,0,0,0,0,0,0,0,0,0,0,1857,1857
Dublin Bay North,Terence Flanagan,M,Renua Ireland,Others,R.I.,Excluded,1,0,0,9066,0,0,3205,3273,3302,3348,3372,3418,3462,3525,3588,0,0,0,0,0,0,0,3205,3205
Dublin Bay North,Tommy Broughan,M,Independents 4 Change,Others,I.4.C,Elected,1,0,0,6910,0,0,5361,5398,5511,5578,5778,5856,6038,6065,6099,6583,6823,7003,7735,9477,11565,0,5361,5361
Dublin Bay South,Alan Macstiofain,M,Non-Party,Others,NON-P.,Excluded,1,0,0,7706,1751,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,235
Dublin Bay South,Annette Mooney,F,Anti-Austerity Alliance,Others,AAA-PBP,Excluded,1,0,0,6213,258,0,1728,1819,2149,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,1728
Dublin Bay South,Chris Andrews,M,Sinn Féin,S.F.,S.F.,Excluded,1,0,0,4167,0,0,3774,3796,3957,4511,4888,5197,0,0,0,0,0,0,0,0,0,0,3774,3774
Dublin Bay South,Eamon Ryan,M,Green Party,G.P.,G.P.,Elected,1,0,0,3412,0,0,4529,4631,4929,5277,6605,7560,8788,7941,0,0,0,0,0,0,0,0,4529,4529
Dublin Bay South,Eoghan Murphy,M,Fine Gael,F.G.,F.G.,Elected,1,0,0,1374,0,0,6567,6595,6661,6693,6873,7860,8023,8023,0,0,0,0,0,0,0,0,6567,6567
Dublin Bay South,Eoin Tierney,M,Non-Party,Others,NON-P.,Excluded,1,0,0,7790,1835,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151
Dublin Bay South,Glenna Lynch,F,Social Democrats,Others,S.D.,Excluded,1,0,0,5289,0,0,2652,2694,2949,3527,0,0,0,0,0,0,0,0,0,0,0,0,2652,2652
Dublin Bay South,Jim O'Callaghan,M,Fianna Fáil,F.F.,F.F.,Elected,1,0,0,3366,0,0,4575,4596,4674,4744,4949,5969,6678,6921,0,0,0,0,0,0,0,0,4575,4575
Dublin Bay South,John Dominic Keigher,M,Non-Party,Others,NON-P.,Excluded,1,0,0,7904,1949,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37
Dublin Bay South,Kate O'Connell,F,Fine Gael,F.G.,F.G.,Elected,1,0,0,2542,0,0,5399,5416,5483,5527,5773,6324,6446,6547,0,0,0,0,0,0,0,0,5399,5399
Dublin Bay South,Kevin Humphreys,M,The Labour Party,LAB.,LAB.,Excluded,1,0,0,3736,0,0,4205,4227,4378,4480,4992,5391,5973,6221,0,0,0,0,0,0,0,0,4205,4205
Dublin Bay South,Lucinda Creighton,F,Renua Ireland,Others,R.I.,Excluded,1,0,0,3712,0,0,4229,4252,4385,4545,4820,0,0,0,0,0,0,0,0,0,0,0,4229,4229
Dublin Bay South,Mannix Flynn,M,Non-Party,Others,NON-P.,Excluded,1,0,0,6416,461,0,1525,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525,1525
Dublin Bay South,William D.j. Gorman,M,Non-Party,Others,NON-P.,Excluded,1,0,0,7844,1889,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97
Dublin Central,Christy Burke,M,Non-Party,Others,NON-P.,Excluded,1,0,0,3516,0,0,2406,2411,2418,2440,2452,2503,2822,3066,3083,3658,0,0,0,0,0,0,2406,2406
Dublin Central,Cieran Perry,M,Non-Party,Others,NON-P.,Excluded,1,0,0,4680,239,0,1242,1258,1294,1309,1333,1492,0,0,0,0,0,0,0,0,0,0,1242,1242
Dublin Central,Cormac McKay,M,Direct Democracy,Others,D.D.I.,Excluded,1,0,0,5860,1419,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62
Dublin Central,Diana O'Dwyer,F,Anti-Austerity Alliance,Others,AAA-PBP,Excluded,1,0,0,5201,760,0,721,749,830,845,909,0,0,0,0,0,0,0,0,0,0,0,721,721
Dublin Central,Éilis Ryan,F,Workers Party,Others,W.P.,Excluded,1,0,0,5619,1178,0,303,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,303
Dublin Central,Gary Gannon,M,Social Democrats,Others,S.D.,Excluded,1,0,0,3615,0,0,2307,2327,2387,2411,2601,2832,3117,3514,3549,3931,4948,0,0,0,0,0,2307,2307
Dublin Central,Ian Noel Smyth,M,Green Party,G.P.,G.P.,Excluded,1,0,0,5278,837,0,644,651,674,696,0,0,0,0,0,0,0,0,0,0,0,0,644,644
Dublin Central,Jacqui Gilbourne,F,Renua Ireland,Others,R.I.,Excluded,1,0,0,5592,1151,0,330,339,339,0,0,0,0,0,0,0,0,0,0,0,0,0,330,330
Dublin Central,Joe Costello,M,The Labour Party,LAB.,LAB.,Excluded,1,0,0,3830,0,0,2092,2102,2121,2132,2245,2281,2345,0,0,0,0,0,0,0,0,0,2092,2092
Dublin Central,Kerry Guinan,F,Non-Party,Others,NON-P.,Excluded,1,0,0,5864,1423,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58
Dublin Central,Mary Fitzpatrick,F,Fianna Fáil,F.F.,F.F.,Excluded,1,0,0,3414,0,0,2508,2510,2517,2601,2632,2655,2810,2978,2984,0,0,0,0,0,0,0,2508,2508
Dublin Central,Mary Lou McDonald,F,Sinn Féin,S.F.,S.F.,Elected,1,0,0,152,0,0,5770,5780,5806,5825,5854,6016,6016,6016,5922,5922,5922,0,0,0,0,0,5770,5770
Dublin Central,Maureen O'Sullivan,F,Non-Party,Others,NON-P.,Elected,1,0,0,3932,0,0,1990,2009,2058,2085,2181,2377,2792,3181,3214,3923,5269,0,0,0,0,0,1990,1990
Dublin Central,Paschal Donohoe,M,Fine Gael,F.G.,F.G.,Elected,1,0,0,2696,0,0,3226,3228,3231,3276,3393,3405,3480,4478,4481,5127,5447,0,0,0,0,0,3226,3226
Dublin Central,William  D.j. Gorman,M,Non-Party,Others,NON-P.,Excluded,1,0,0,5895,1454,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
Dublin Fingal,Alan Farrell,M,Fine Gael,F.G.,F.G.,Elected,1,0,0,2551,0,0,7514,7563,7627,7664,7672,8082,8244,8709,8969,9965,0,0,0,0,0,0,7514,7514
Dublin Fingal,Barry Martin,M,Independents 4 Change,Others,I.4.C,Excluded,1,0,0,7653,105,0,2412,2424,2694,3126,3404,3649,4298,5077,0,0,0,0,0,0,0,0,2412,2412
Dublin Fingal,Brendan Ryan,M,The Labour Party,LAB.,LAB.,Elected,1,0,0,4056,0,0,6009,6054,6125,6193,6210,6358,6800,7794,8424,9406,0,0,0,0,0,0,6009,6009
Dublin Fingal,Clare Daly,F,Independents 4 Change,Others,I.4.C,Elected,1,0,0,585,0,0,9480,9552,9827,10566,10065,10065,10065,10065,10065,10065,0,0,0,0,0,0,9480,9480
Dublin Fingal,Darragh O'Brien,M,Fianna Fáil,F.F.,F.F.,Elected,1,0,1,0,0,0,10826,10065,10065,10065,10065,10065,10065,10065,10065,10065,0,0,0,0,0,0,10826,10826
Dublin Fingal,Dr. Gerry Molloy,M,Renua Ireland,Others,R.I.,Excluded,1,0,0,7974,426,0,2091,2139,2219,2326,2355,0,0,0,0,0,0,0,0,0,0,0,2091,2091
Dublin Fingal,Dr. Marcus De Brun,M,Non-Party,Others,NON-P.,Excluded,1,0,0,9438,1890,0,627,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,627
Dublin Fingal,Fergal O'Connell,M,Non-Party,Others,NON-P.,Excluded,1,0,0,10014,2466,0,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51
Dublin Fingal,James Reilly,M,Fine Gael,F.G.,F.G.,Excluded,1,0,0,5399,0,0,4666,4699,4735,4767,4769,4955,5259,5549,5756,6215,0,0,0,0,0,0,4666,4666
Dublin Fingal,Joe O'Brien,M,Green Party,G.P.,G.P.,Excluded,1,0,0,7282,0,0,2783,2802,2964,3105,3125,3430,3758,0,0,0,0,0,0,0,0,0,2783,2783
Dublin Fingal,Lorraine Clifford-Lee,F,Fianna Fáil,F.F.,F.F.,Excluded,1,0,0,6706,0,0,3359,3788,3871,3937,3953,4339,4705,5099,5595,0,0,0,0,0,0,0,3359,3359
Dublin Fingal,Louise O'Reilly,F,Sinn Féin,S.F.,S.F.,Elected,1,0,0,4837,0,0,5228,5246,5314,5621,5719,5858,6193,6465,7911,8771,0,0,0,0,0,0,5228,5228
Dublin Fingal,Roslyn Fuller,F,Non-Party,Others,NON-P.,Excluded,1,0,0,9293,1745,0,772,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,772
Dublin Fingal,Terry Kelleher,M,Anti-Austerity Alliance,Others,AAA-PBP,Excluded,1,0,0,7998,450,0,2067,2076,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,2067,2067
Dublin Fingal,Tony Murphy,M,Non-Party,Others,NON-P.,Excluded,1,0,0,7562,14,0,2503,2520,2679,2863,2896,3104,0,0,0,0,0,0,0,0,0,0,2503,2503
Dublin Mid West,Anne-Marie McNally,F,Social Democrats,Others,S.D.,Excluded,1,0,0,5988,0,0,2633,2730,2747,2766,2773,2804,2867,3048,3235,3679,4460,5320,0,0,0,0,2633,2633
Dublin Mid West,Christopher Healy,M,Direct Democracy,Others,D.D.I.,Excluded,1,0,0,8454,1989,0,167,179,180,0,0,0,0,0,0,0,0,0,0,0,0,0,167,167
Dublin Mid West,Clare Leonard,F,Non-Party,Others,NON-P.,Excluded,1,0,0,8263,1798,0,358,379,383,398,403,422,0,0,0,0,0,0,0,0,0,0,358,358
Dublin Mid West,Derek Keating,M,Fine Gael,F.G.,F.G.,Excluded,1,0,0,6284,0,0,2337,2356,2549,2559,2603,2636,2653,2696,2725,3640,4179,0,0,0,0,0,2337,2337
Dublin Mid West,Dr. Haroon Khan,M,Non-Party,Others,NON-P.,Excluded,1,0,0,8353,1888,0,268,272,273,275,0,0,0,0,0,0,0,0,0,0,0,0,268,268
Dublin Mid West,Eoin Ó Broin,M,Sinn Féin,S.F.,S.F.,Elected,1,0,1,0,0,0,9782,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621,0,0,0,0,9782,9782
Dublin Mid West,Frances Fitzgerald,F,Fine Gael,F.G.,F.G.,Elected,1,0,1,0,0,0,9028,9028,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621,0,0,0,0,9028,9028
Dublin Mid West,Francis Timmons,M,Non-Party,Others,NON-P.,Excluded,1,0,0,7536,1071,0,1085,1195,1200,1210,1214,1233,1318,1422,0,0,0,0,0,0,0,0,1085,1085
Dublin Mid West,Gino Kenny,M,Anti-Austerity Alliance,Others,AAA-PBP,Elected,1,0,0,3992,0,0,4629,5257,5270,5321,5331,5397,5474,5791,6331,6542,7498,7911,0,0,0,0,4629,4629
Dublin Mid West,Joanna Tuffy,F,The Labour Party,LAB.,LAB.,Excluded,1,0,0,6475,10,0,2146,2175,2252,2259,2311,2342,2355,2475,2515,0,0,0,0,0,0,0,2146,2146
Dublin Mid West,John Curran,M,Fianna Fáil,F.F.,F.F.,Elected,1,0,0,1650,0,0,6971,7054,7109,7114,7145,7180,7218,7274,7383,7685,8287,9497,0,0,0,0,6971,6971
Dublin Mid West,Lorraine Hennessy,F,Workers Party,Others,W.P.,Excluded,1,0,0,8119,1654,0,502,553,555,568,570,584,613,0,0,0,0,0,0,0,0,0,502,502
Dublin Mid West,Patrick Akpoveta,M,Non-Party,Others,NON-P.,Excluded,1,0,0,8333,1868,0,288,307,311,318,343,0,0,0,0,0,0,0,0,0,0,0,288,288
Dublin Mid West,Paul Nicholas Gogarty,M,Non-Party,Others,NON-P.,Excluded,1,0,0,6099,0,0,2522,2593,2623,2646,2658,2700,2741,2863,3164,3505,0,0,0,0,0,0,2522,2522
Dublin Mid West,Tom Kivlehan,M,Green Party,G.P.,G.P.,Excluded,1,0,0,8233,1768,0,388,405,410,413,417,430,443,0,0,0,0,0,0,0,0,0,388,388
Dublin North West,Andrew Keegan,M,Anti-Austerity Alliance,Others,AAA-PBP,Excluded,1,0,0,7819,880,0,1434,1603,1865,2067,2525,0,0,0,0,0,0,0,0,0,0,0,1434,1434
Dublin North West,Bernie Hughes,F,Non-Party,Others,NON-P.,Excluded,1,0,0,8133,1194,0,1120,1182,1346,1455,0,0,0,0,0,0,0,0,0,0,0,0,1120,1120
Dublin North West,Caroline Conroy,F,Green Party,G.P.,G.P.,Excluded,1,0,0,8338,1399,0,915,1030,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,915,915
Dublin North West,Cathleen Carney Boud,F,Sinn Féin,S.F.,S.F.,Excluded,1,0,0,6816,0,0,2437,2507,2572,2642,2783,3325,0,0,0,0,0,0,0,0,0,0,2437,2437
Dublin North West,Cormac McKay,M,Direct Democracy,Others,D.D.I.,Excluded,1,0,0,9095,2156,0,158,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158
Dublin North West,Dessie Ellis,M,Sinn Féin,S.F.,S.F.,Elected,1,0,0,1682,0,0,7571,7724,7847,7884,8358,8924,11638,9253,9253,0,0,0,0,0,0,0,7571,7571
